,publisher,scores,total,avg_score
1511,SouthPeak Games,"[8.5, 3.5, 5.0, 7.4, 3.8, 4.0, 8.7, 6.0, 6.5, 6.4, 3.5, 7.3, 4.3, 4.3, 5.1, 8.2, 5.5, 5.5, 8.0, 5.1, 5.1, 6.5, 4.5, 6.0, 5.8, 7.0, 5.0, 6.3, 4.0, 4.0, 6.0, 7.5, 7.0, 6.5, 8.0, 4.8, 4.0, 5.0, 5.2, 4.8, 5.0, 5.0, 8.7, 4.5, 4.6, 2.4, 6.0, 2.0, 8.5, 7.1, 7.2, 5.2, 8.0, 7.5, 8.0, 7.5, 5.3, 6.2, 8.2, 8.2, 6.5, 6.0, 6.0, 6.0, 6.8, 7.3, 5.0, 5.0, 7.0, 4.8, 7.7, 6.0]",72,5.955555555555556
1512,NEC,"[8.0, 6.5, 6.5, 7.0, 7.0, 1.5, 1.5, 6.5, 6.5, 5.0, 3.5, 3.5, 7.5, 7.5, 3.5, 3.5, 6.0, 8.5, 8.5, 6.0, 5.0, 4.0, 4.0, 8.0, 6.5, 7.5, 7.0, 5.5, 3.0, 5.0, 5.5, 7.0, 8.0, 3.0, 4.5, 7.0, 4.5, 7.5, 8.0, 7.5, 5.5]",41,5.7926829268292686
1513,Fishtank Interactive,"[7.0, 8.0, 4.2, 7.5, 8.1, 8.7, 6.5]",7,7.142857142857143
1514,Gamigo,[7.5],1,7.5
1515,Cyclone Studios,[8.0],1,8.0
1516,Snappy Touch,[8.0],1,8.0
1517,Creative Patterns,[8.0],1,8.0
1518,Asmodee Digital,[5.0],1,5.0
1519,IMGN.PRO,[4.0],1,4.0
1520,Fox Interactive,"[6.5, 8.0, 8.2, 6.0, 6.1, 6.1, 8.2, 5.0, 6.5, 7.5, 8.0, 8.0, 8.0, 7.5, 3.5, 5.7, 6.3, 4.8, 6.0, 6.7, 2.0, 6.0, 5.0, 8.0, 7.2, 9.1, 6.9, 9.1, 9.0, 9.1, 6.0, 6.0, 4.0, 5.0, 8.3, 1.0, 8.1, 6.7, 6.0, 5.0]",40,6.5025
1521,Digerati Distribution,[8.0],1,8.0
1522,Semi Secret Software,[8.0],1,8.0
1523,JAKKS Pacific,"[7.5, 4.5, 6.5, 3.0, 9.5, 6.8, 6.0, 9.1, 9.1]",9,6.888888888888889
1524,Aidem Media,[7.0],1,7.0
1525,ViewSonic,[7.5],1,7.5
1526,JC Research Inc.,"[3.5, 4.0]",2,3.75
1527,VUG Mobile,[7.4],1,7.4
1528,Bossa Studios,"[7.2, 7.8]",2,7.5
1529,Humble Bundle,"[8.0, 8.0, 5.9]",3,7.3
1530,Jordan,[7.0],1,7.0
1531,BigBen Interactive,"[7.0, 8.8, 4.0, 6.0, 6.4, 4.5, 5.8, 6.6, 5.0, 6.5, 2.0, 1.5, 5.0, 6.5, 7.8, 7.0, 7.1, 7.3, 8.4]",19,5.957894736842104
1532,Relentless Software,"[4.5, 4.5, 4.5]",3,4.5
1533,White Rabbit Interactive,[6.0],1,6.0
1534,Silver Creek Entertainment ,[5.2],1,5.2
1535,Headup Games,"[8.0, 4.3]",2,6.15
1536,KaosKontrol,"[6.5, 6.5, 6.5]",3,6.5
1537,Seed Studios,[5.0],1,5.0
1538,Daniel Mullins Games,[9.0],1,9.0
1539,Third Wave,[5.0],1,5.0
1540,Forever Entertainment,"[7.3, 6.0]",2,6.65
1541,Microapplication,"[6.3, 6.8]",2,6.55
1542,Atomic Games,"[6.0, 6.0]",2,6.0
1543,Mixtvision,[9.0],1,9.0
1544,Tecmo Wireless,"[8.0, 6.0]",2,7.0
1545,Krillbite Studio,[7.3],1,7.3
1546,SCEI,"[9.0, 7.0, 6.8, 8.7, 8.6]",5,8.02
1547,Room 4 Games Limited,[8.5],1,8.5
1548,Ripcord Games,"[7.8, 6.5, 5.2]",3,6.5
1549,Flashman Studios,[6.0],1,6.0
1550,Warashi,"[7.5, 5.7]",2,6.6
1551,Magical,[7.5],1,7.5
1552,EA Sports,[8.6],1,8.6
1553,Armor Games,"[7.0, 7.9, 9.0, 7.5]",4,7.85
1554,Conifer Games,[4.8],1,4.8
1555,Might and Delight,[7.8],1,7.8
1556,Playlogic,"[5.7, 7.9, 3.5, 6.0, 6.0, 5.8, 5.1, 4.0, 5.1, 6.6, 7.5, 7.5, 6.3, 6.0, 7.0, 5.6, 5.5, 5.0, 9.0, 8.5, 8.0, 4.5, 5.0, 7.7, 6.3, 8.0]",26,6.273076923076924
1557,Dynamix,"[4.1, 4.0, 7.7]",3,5.266666666666667
1558,Chaotic Box,"[7.0, 8.5]",2,7.75
1559,CSG Imagesoft,[8.5],1,8.5
1560,Panasonic Interactive Media,"[7.0, 6.0]",2,6.5
1561,Pantera Entertainment,"[3.0, 6.5]",2,4.75
1562,Ragequit Corporation,[7.7],1,7.7
1563,Red Hook Studios,"[7.0, 9.1, 7.7]",3,7.933333333333334
1564,MicroMouse,[8.0],1,8.0
1565,Rocking Pocket Games,[6.0],1,6.0
1566,Kemco,"[6.0, 3.5, 2.2, 7.5, 6.0, 7.0, 6.9, 4.0, 5.8, 4.0, 5.8, 4.3, 4.0, 7.0, 6.3, 5.3, 5.3, 4.6, 7.5, 6.2, 6.0, 8.0, 6.0, 6.1, 8.0, 8.0, 7.0, 8.2, 8.0, 8.4, 4.5, 8.0, 6.8, 3.0, 7.9]",35,6.088571428571429
1567,Gaijin Games,"[7.0, 8.0, 7.5, 7.8, 9.0, 8.0, 7.5, 4.8]",8,7.45
1568,Zuxxez,"[2.0, 2.0, 5.9, 6.9, 7.0]",5,4.76
1569,Toshiba EMI,"[8.8, 6.5, 8.0]",3,7.766666666666667
1570,Sir-Tech Software,"[3.0, 5.9, 7.5]",3,5.466666666666666
1571,Grinding Gear Games,"[8.8, 7.6]",2,8.2
1572,eGenesis,[8.9],1,8.9
1573,EastAsiaSoft,"[8.0, 8.5, 8.0]",3,8.166666666666666
1574,Origo Games,[7.5],1,7.5
1575,Logan,"[7.5, 8.5]",2,8.0
1576,Kitfox Games,[6.0],1,6.0
1577,Rubicon Development,[9.5],1,9.5
1578,Hudson Soft,"[5.0, 7.8, 7.5, 5.5, 5.5, 8.0, 8.0, 7.8, 7.0, 7.0, 8.5, 7.0, 8.0, 6.5, 6.5, 4.5, 4.0, 8.0, 6.2, 7.2, 7.2, 6.5, 9.0, 6.0, 8.5, 8.5, 8.0, 8.1, 7.9, 6.0, 6.0, 6.7, 7.1, 6.9, 7.2, 7.9, 8.0, 8.4, 9.0, 7.0, 8.0, 8.0, 7.5, 7.5, 8.0, 8.0, 7.5, 7.9, 5.5, 2.0, 8.0, 7.5, 7.5, 7.8, 7.3, 3.5, 7.0, 7.0, 1.5, 1.5, 4.0, 6.5, 6.5, 8.8, 6.0, 6.4, 5.3, 4.5, 9.0, 7.5, 3.0, 8.9, 6.5, 6.4, 6.4, 6.4, 7.5, 3.5, 3.5, 6.0, 6.0, 6.0, 4.0, 8.5, 7.0, 5.5, 6.8, 8.5, 8.5, 8.0, 7.5, 7.5, 7.0, 5.5, 4.0, 4.0, 7.0, 5.5, 6.2, 6.0, 6.5, 9.0, 8.5, 7.5, 6.5, 8.8, 7.0, 6.9, 6.9, 7.5, 6.9, 7.5, 4.0, 4.0, 6.0, 6.0, 6.0, 6.0, 4.0, 8.5, 7.5, 7.5, 6.0, 6.0, 7.6, 8.3, 6.0, 6.0, 3.9, 7.0, 7.5, 6.0, 3.0, 8.0, 5.0, 7.9, 5.9, 6.5, 6.0, 4.0, 5.0, 5.0, 6.5, 5.0, 7.5, 5.0, 6.0, 4.0, 5.5, 7.7, 8.0, 5.0, 6.0, 7.5, 7.0, 8.5, 8.0, 7.0, 4.0, 5.5, 6.5, 7.5, 7.5, 9.0, 6.5, 6.5, 8.0, 6.2, 8.4, 6.9, 5.0, 6.0, 5.5, 6.5, 8.5, 7.8]",176,6.5971590909090905
1579,Arc Media,[3.7],1,3.7
1580,Mode 7 Games,"[7.0, 8.1, 7.9, 8.5, 6.5]",5,7.6
1581,Empty Clip Studios,"[7.6, 7.5, 7.7, 7.0]",4,7.45
1582,Twisted Pixel,"[8.0, 6.4, 9.0, 8.0]",4,7.85
1583,Dejobaan Games,[4.0],1,4.0
1584,Hello Games,"[8.6, 9.5, 9.5, 8.0, 9.1, 7.8, 7.0, 6.0, 9.0]",9,8.277777777777779
1585,Beatnik Games,"[7.0, 8.0]",2,7.5
1586,Pixel Federation,"[4.0, 7.0]",2,5.5
1587,Incredible Technologies,"[6.5, 6.0]",2,6.25
1588,Dekovir Entertainment,[6.2],1,6.2
1589,Sony Online Entertainment,"[6.5, 7.8, 7.0, 7.0, 4.1, 2.8, 8.9, 7.6, 8.0, 7.0, 5.1, 8.4, 8.5, 9.0, 8.5, 7.5, 8.2, 8.4, 7.7, 8.2, 7.2, 8.5, 9.0, 8.0, 7.6, 7.8, 8.5, 8.5, 8.5, 8.5, 6.6, 8.4, 8.8, 5.5, 7.5, 7.0, 7.0, 7.6, 7.5, 7.7, 6.5, 4.5, 7.0, 7.5, 6.1, 6.5, 7.8, 7.3, 7.5, 9.0, 9.0, 9.0, 9.0, 8.2, 7.6, 9.0, 6.5, 7.7, 5.0, 4.9, 5.0, 5.6, 8.0, 9.0, 4.3, 8.5, 8.5, 8.0, 8.0, 6.0, 7.5, 7.6, 6.5, 6.9, 7.7, 8.0, 9.2, 8.0, 8.0]",79,7.440506329113925
1590,mDisney,[6.5],1,6.5
1591,Nexon,"[8.5, 7.9, 8.0, 5.9]",4,7.574999999999999
1592,Mobile Digital Media,[7.0],1,7.0
1593,Valcon Games,"[4.0, 7.0, 3.2, 8.0, 8.5, 4.8, 4.1, 2.5, 5.8, 4.3, 6.0, 6.0, 5.0, 2.0, 3.0, 2.0, 4.5, 5.0, 7.5, 7.3, 7.9, 7.9, 3.0, 6.5, 6.7, 6.4, 3.3, 6.1, 3.5, 5.8, 3.0]",31,5.180645161290323
1594,Blitz Games,[8.2],1,8.2
1595,Seven45 Studios,[4.0],1,4.0
1596,GT Interactive,"[7.9, 5.5, 5.0, 3.0, 7.0, 4.5, 4.4, 5.6, 6.2, 3.0, 7.3, 3.0, 5.0, 6.8, 6.8, 1.8, 6.8, 8.5, 5.0, 8.0, 8.9, 7.8, 7.5, 7.0, 8.1, 9.7, 8.9, 5.0, 9.0, 8.0, 4.0, 8.0, 7.0, 7.9, 5.0, 3.7, 9.0, 6.5, 5.8, 6.0, 5.7, 3.0, 3.0, 8.5, 7.8, 7.5, 7.0, 8.5, 2.9, 4.5, 7.9, 4.3, 5.1, 4.5, 1.9, 6.5, 9.0, 8.0, 9.6, 9.4, 9.6, 8.4, 7.3, 3.2]",64,6.359375
1597,Synetic,[8.2],1,8.2
1598,Hi Tech Expressions,[4.0],1,4.0
1599,High Voltage Software,"[7.2, 6.0, 7.8, 8.6, 7.0, 6.5, 7.5]",7,7.228571428571429
1600,Vogster Entertainment,"[5.6, 7.0, 8.8, 8.9, 5.8]",5,7.219999999999999
1601,Humongous Entertainment,[4.0],1,4.0
1602,FlipSide5,[6.5],1,6.5
1603,Different Tuna,[7.4],1,7.4
1604,Unknown Worlds Entertainment,"[8.0, 9.0, 9.1]",3,8.700000000000001
1605,Playmates,"[7.0, 6.0, 6.3, 7.0, 4.0, 7.0, 7.0, 7.0, 8.0, 5.0, 5.0]",11,6.3
1606,Speedco,"[1.0, 4.0]",2,2.5
1607,Skeleton Crew Studio,[7.0],1,7.0
1608,First Star Software,"[8.5, 7.0, 8.0]",3,7.833333333333333
1609,In2Games,"[7.9, 7.9, 3.1, 5.8]",4,6.175000000000001
1610,SpryFox,[6.7],1,6.7
1611,Sound Source Interactive,[4.0],1,4.0
1612,Terrible Toybox,[8.5],1,8.5
1613,Human Entertainment,"[4.8, 8.7, 6.5]",3,6.666666666666667
1614,1047 Games‬,[7.1],1,7.1
1615,Software Studios,[8.7],1,8.7
1616,Roxor Games,[7.5],1,7.5
1617,Reef Entertainment,"[3.0, 8.0, 8.0, 8.0, 7.5, 7.7, 7.6, 7.5, 5.0, 4.0]",10,6.63
1618,Hasbro Interactive,"[6.0, 8.6, 7.5, 8.2, 8.0, 7.4, 2.3, 6.5, 7.6, 2.9, 5.5, 6.6, 6.9, 2.5, 8.0, 2.0, 8.0, 8.5, 8.5, 6.2, 4.8, 2.6, 8.0, 8.3, 9.0, 8.0, 6.5, 8.0, 7.4, 7.0, 8.4, 9.0, 7.8, 9.2, 7.0, 6.8, 3.0, 5.0, 7.4, 7.5, 2.0, 8.0, 9.0, 8.8, 3.0, 8.0, 8.6, 7.4, 9.0, 6.8, 7.0, 6.9, 8.9, 8.3, 8.5, 8.5, 7.0, 8.2, 6.0, 7.5, 4.0, 7.8, 7.0, 7.2, 5.5, 6.2, 7.2, 8.8, 6.5, 8.0, 5.0, 3.0, 6.0, 6.9, 8.0, 6.9, 7.5, 8.7, 8.6, 9.0, 8.0]",81,6.933333333333334
1619,Starwave,"[5.0, 9.0, 8.6, 8.5, 8.0, 7.2, 7.0, 9.0, 4.5, 7.7, 3.0, 6.0, 6.0, 3.5, 7.6, 7.7, 8.2, 6.9, 8.0, 7.8]",20,6.960000000000001
1620,Nihon Falcom Corp,"[8.0, 6.7, 6.1, 5.5, 6.5, 8.0, 8.5, 7.8, 6.5, 7.5, 8.0]",11,7.1909090909090905
1621,Candy Cane,[7.4],1,7.4
1622,Tapwave,"[7.8, 7.5, 8.5, 8.6, 9.0, 7.7, 7.0, 7.2, 6.8, 8.9]",10,7.900000000000001
1623,The Fighter Collection,"[8.0, 8.0, 9.2]",3,8.4
1624,Neon Surge,[7.5],1,7.5
1625,Biart Company,[4.0],1,4.0
1626,Osome Studio,[5.0],1,5.0
1627,GrandSlam,"[7.0, 6.5]",2,6.75
1628,Cendant Software,[7.5],1,7.5
1629,Technosoft,[8.5],1,8.5
1630,Xbox Game Studios,"[8.0, 2.0, 3.0, 10.0, 10.0, 8.5, 8.0, 7.0]",8,7.0625
1631,Platform Publishing,"[6.0, 7.5, 7.0, 7.0]",4,6.875
1632,Phantagram,"[7.2, 5.8, 8.2, 7.5]",4,7.175
1633,Nexoft,[8.0],1,8.0
1634,Tozai,"[8.0, 8.4]",2,8.2
1635,InfoSpace Mobile,"[8.8, 7.0, 8.0]",3,7.933333333333334
1636,Touchstone,"[8.3, 8.2, 7.5, 7.8, 6.5, 7.0, 7.3, 7.0]",8,7.45
1637,Asteroid Base,[8.5],1,8.5
1638,Ideas From The Deep,"[7.0, 7.5, 8.0, 5.6]",4,7.025
1639,Oxygen  Interactive Software (UK),"[7.0, 4.5, 4.5, 3.5, 2.0, 2.0, 1.0, 4.1, 4.7, 7.0, 6.8, 7.0, 6.5, 6.5, 7.0, 6.6]",16,5.04375
1640,Gearbox Software,"[8.9, 7.8, 5.5, 5.5, 5.5, 6.0, 8.8, 9.0, 9.0, 7.0, 7.3]",11,7.3
1641,Joyful Star,"[4.0, 4.0]",2,4.0
1642,Touch Foo,[8.5],1,8.5
1643,Xaviant,[2.0],1,2.0
1644,Meta,"[9.0, 9.5]",2,9.25
1645,Fireglow  Games,[4.4],1,4.4
1646,Soft Bank,[6.0],1,6.0
1647,Cosmic Infinity,"[8.2, 5.0, 6.2]",3,6.466666666666666
1648,Cosmonaut Games,"[5.0, 7.5]",2,6.25
1649,Unfold Games,[7.5],1,7.5
1650,Prope,[7.5],1,7.5
1651,Mirage,[6.0],1,6.0
1652,WHA Entertainment,"[2.0, 4.0]",2,3.0
1653,Sloclap,[9.0],1,9.0
1654,Nazara Technologies,[3.0],1,3.0
1655,Polyvox,"[6.0, 7.0, 8.0]",3,7.0
1656,Polarbit,"[5.5, 6.0]",2,5.75
1657,Sierra Online - Seattle,[8.7],1,8.7
1658,Squeegee Software,[6.0],1,6.0
1659,Skyworks Interactive,"[5.5, 3.5, 4.0, 7.4]",4,5.1
1660,SNK NeoGeo,"[7.0, 7.8, 7.4, 7.8, 6.8, 7.4, 8.4]",7,7.514285714285714
1661,Titus,"[7.0, 7.8, 7.4, 5.4, 3.0, 1.3, 7.1, 4.0, 6.9, 8.5, 5.2, 5.0, 6.2, 4.0, 6.0, 3.0, 8.8, 3.0, 3.0, 7.5, 4.6, 5.0, 3.4, 2.0, 4.8, 5.9, 7.7, 6.5, 8.0, 8.2, 7.4]",31,5.6
1662,Aksys Games,"[9.0, 6.5, 7.0, 8.0, 7.5, 8.0, 7.8, 8.5, 9.0, 7.0, 7.0, 8.0, 8.0, 4.5, 9.4, 8.0, 9.4, 8.5, 8.5, 4.5, 7.5, 8.5, 7.9, 5.9, 8.0, 7.5, 8.0, 7.0, 5.0, 5.5, 5.6, 7.5, 5.5, 7.5, 6.0, 5.0, 4.0, 3.0, 3.5, 4.5, 6.0, 2.5, 6.5, 7.5, 6.5, 5.5, 8.5, 7.8, 7.6, 8.3, 7.0, 5.9, 8.5, 7.0, 2.7, 6.0, 6.4, 5.5, 6.4, 4.0, 7.0, 4.0, 8.0, 8.9, 6.0, 7.5, 7.5, 6.5, 6.0, 9.0, 8.5, 7.5, 3.1, 5.8, 6.5, 4.0, 7.1, 9.5, 9.2]",79,6.768354430379747
1663,Gathering of Developers (aka GOD Games),"[5.3, 8.4, 5.0, 8.2, 7.5, 7.1, 8.8, 8.5, 8.5, 6.8, 6.7, 6.8, 9.0, 6.9, 4.8, 6.0, 8.0, 7.9, 7.2, 7.0, 6.2, 9.2, 6.8, 6.8, 9.3, 8.1, 8.9, 6.0, 8.7, 7.4, 7.5, 8.0, 7.3, 8.2, 8.9, 6.0, 8.0, 4.6, 9.0, 7.5, 8.7, 8.7, 8.4, 8.8, 8.4, 7.0]",46,7.539130434782607
1664,RazorSoft,[3.0],1,3.0
1665,Fishing Cactus,[6.0],1,6.0
1666,Genterprise,[8.0],1,8.0
1667,United Soft Media,[7.5],1,7.5
1668,Galactic Cafe,[8.8],1,8.8
1669,Revistronic,[6.5],1,6.5
1670,StudioMDHR,[8.8],1,8.8
1671,Anuman Interactive,"[4.4, 6.1, 7.1]",3,5.866666666666667
1672,Marvelous Entertainment,"[6.5, 8.3, 5.9, 7.5, 6.5, 2.0, 7.0, 7.5, 6.5, 5.5, 8.0, 8.8, 8.0, 8.3, 7.5, 7.1, 5.8, 6.0, 6.5, 5.8, 7.5, 6.0, 6.5, 7.5, 6.5, 6.9, 9.1, 8.5, 8.0, 7.5, 6.3, 4.2, 8.0, 8.9, 8.8, 6.0, 8.5, 7.5, 7.8, 8.9, 6.0, 5.0, 8.4, 8.0, 8.0, 8.4, 8.3, 8.0, 8.4, 5.5, 8.5, 7.0, 8.4, 6.0, 5.0, 4.5, 5.3, 5.3, 5.5]",59,7.006779661016949
1673,2XL Games,"[7.2, 7.5]",2,7.35
1674,Planet Entertainment,[3.0],1,3.0
1675,Westone Co. Ltd.,"[7.1, 4.0, 7.5, 7.5]",4,6.525
1676,Songbird Productions,"[6.0, 5.0, 6.0, 3.0, 7.0]",5,5.4
1677,Kayak,[7.0],1,7.0
1678,HyperDevbox,"[7.5, 7.5]",2,7.5
1679,Sears,"[6.0, 7.0, 8.0]",3,7.0
1680,Hasbro Gaming,[6.8],1,6.8
1681,WizardWorks,"[6.0, 5.1, 7.3, 4.0, 8.2, 8.8, 7.4, 5.5, 3.7, 4.8, 3.3, 3.3, 7.8, 5.0, 7.0, 4.3, 1.9, 5.0, 8.5, 7.3]",20,5.71
1682,Sony BMG Music Entertainment,"[8.0, 7.5, 7.7]",3,7.733333333333333
1683,Shoeisha (SE),[4.0],1,4.0
1684,Neocore Games,"[7.4, 7.0]",2,7.2
1685,Magic Soft,[8.0],1,8.0
1686,Square,"[8.5, 7.6, 7.0, 5.6, 6.5, 9.7, 9.1, 8.8, 8.0, 10.0, 7.0, 7.5, 9.0, 9.0, 9.4, 7.5, 7.8, 9.5, 6.8, 8.0, 6.1, 8.6, 7.0, 9.2, 6.0, 8.0, 7.0, 6.0, 8.5, 6.9, 8.5, 9.5, 8.2, 7.4, 9.0, 9.5, 8.8, 7.8, 9.0, 3.0, 8.3, 7.4, 6.9, 6.5, 7.0, 7.5, 9.0, 9.0, 7.0, 7.0, 7.7, 9.5]",52,7.8673076923076914
1687,Grip Games,"[8.0, 5.5, 6.9]",3,6.8
1688,Crocodile Entertainment,[4.0],1,4.0
1689,Wizards of the Coast,"[4.0, 8.1, 5.5, 8.5, 4.5, 8.5, 7.8, 7.5, 7.5, 8.5]",10,7.040000000000001
1690,Realtime Associates,[6.0],1,6.0
1691,Alchemist,[5.7],1,5.7
1692,Yahoo!,[8.5],1,8.5
1693,Electron Jump Games,[4.0],1,4.0
1694,Buena Vista Interactive,"[7.8, 7.8, 8.0, 7.2]",4,7.7
1695,Krafton Game Union,"[9.5, 8.0, 8.9]",3,8.799999999999999
1696,Psikyo,"[8.4, 7.3, 4.8, 8.3]",4,7.2
1697,Sierra Studios,"[6.2, 8.7, 8.9, 7.9, 5.5, 8.5, 8.3, 8.6, 8.0, 7.0, 9.1, 7.0, 9.5, 9.0, 9.2, 7.6, 8.6, 7.0, 7.4, 8.6, 8.8, 7.5, 9.1]",23,8.08695652173913
1698,Darxun,[3.0],1,3.0
1699,BAM! Entertainment,"[7.5, 8.4, 3.0, 7.5, 7.6, 7.5, 7.4, 5.6, 5.6, 4.9, 5.0, 6.5, 7.0, 6.5, 3.6, 2.0, 7.9, 9.0, 5.0, 7.5, 7.0, 8.0, 2.5, 5.0, 5.0, 2.0, 7.5, 6.5, 6.0, 6.0, 6.0, 6.1, 6.0, 4.0, 6.0, 3.5, 5.0, 4.5, 5.3, 3.8, 3.0, 6.7, 6.7, 7.8, 9.0, 5.0, 7.3, 8.0, 8.0, 8.7]",50,6.018
1700,Melbourne House/GT,[6.8],1,6.8
1701,Wolcen Studio,[5.0],1,5.0
1702,CCP,"[5.8, 8.0, 7.9]",3,7.233333333333334
1703,Zeppelin Games,[5.5],1,5.5
1704,Fathammer,[8.5],1,8.5
1705,USAopoly,[7.0],1,7.0
1706,Sirlin Games,[8.0],1,8.0
1707,DMM Games,[6.2],1,6.2
1708,Tri Synergy,"[7.0, 8.2, 3.3, 4.0, 5.9, 8.4, 7.8, 7.5, 8.4, 7.1, 2.0, 7.5, 5.9, 6.0, 8.3]",15,6.486666666666666
1709,Com2Us,"[8.0, 8.0, 8.0, 5.5, 7.0, 8.5, 7.5, 8.0, 7.1]",9,7.51111111111111
1710,5PB,"[5.8, 7.0, 6.9]",3,6.566666666666667
1711,CRI,"[7.2, 8.0, 8.3]",3,7.833333333333333
1712,Project Two,"[4.2, 5.0]",2,4.6
1713,Poncle,[7.0],1,7.0
1714,Zed ,"[5.0, 5.0, 5.0]",3,5.0
1715,Rune Soft,[7.9],1,7.9
1716,Spinbottle Games,[8.0],1,8.0
1717,WayForward Technologies,"[7.1, 8.5, 8.5, 8.0, 9.0, 8.5, 8.0, 9.0, 8.0]",9,8.288888888888888
1718,InXile Entertainment,"[8.0, 8.0, 7.0, 8.2, 7.5, 8.2, 8.2]",7,7.871428571428573
1719,Atari Games,"[8.5, 7.0, 2.8, 5.0, 8.2, 5.5, 6.0, 8.0, 8.0, 9.0, 5.0, 7.0, 4.0, 7.0, 6.7, 7.0, 8.0, 9.0, 4.3, 9.0, 9.0, 9.0, 4.0, 3.0, 6.0, 8.0]",26,6.6923076923076925
1720,Mud Duck Productions,"[3.5, 2.0, 4.8, 2.0, 2.0, 1.0, 5.8, 5.8, 5.1]",9,3.5555555555555554
1721,3909,"[8.7, 9.2]",2,8.95
1722,Pelfast,[8.5],1,8.5
1723,NVIDIA,"[8.9, 9.6, 9.4, 9.7]",4,9.399999999999999
1724,Naked Sky Entertainment,"[8.0, 7.0]",2,7.5
1725,GameFly Games,[8.2],1,8.2
1726,Lionsgate Games,"[6.8, 6.8]",2,6.8
1727,Trion Worlds,"[5.9, 5.2, 5.5, 8.5, 8.3]",5,6.6800000000000015
1728,Victor Interactive,"[5.5, 7.0, 8.2, 7.5, 8.9, 8.8, 6.7, 6.4, 7.8]",9,7.422222222222222
1729,Steel Penny Games,[5.0],1,5.0
1730,No Code Studios,[9.0],1,9.0
1731,P2 Games,[8.3],1,8.3
1732,Virgin UK,[5.0],1,5.0
1733,The Adventure Company,"[7.0, 4.9, 5.3, 6.0, 4.6, 5.5, 7.3, 7.6, 7.2, 8.4, 8.4, 5.9, 8.0, 7.8, 7.2, 8.0, 6.8, 6.8, 6.9, 7.1, 7.0, 7.0, 7.4, 4.4, 6.1, 7.1, 6.9, 6.5, 5.0, 6.5]",30,6.6866666666666665
1734,On-Line Entertainment,[5.3],1,5.3
1735,Crunching Koalas,[7.7],1,7.7
1736,Secret Exit,"[8.5, 7.5, 9.5]",3,8.5
1737,Bitmap Brothers,[5.8],1,5.8
1738,TecMagik,[7.0],1,7.0
1739,Nordcurrent,"[2.5, 3.0, 4.5, 6.0, 3.0, 4.0]",6,3.8333333333333335
1740,Gogii Games,[4.0],1,4.0
1741,Puppy Punch Productions,[6.2],1,6.2
1742,Seta Corporation,"[7.8, 8.4]",2,8.1
1743,Flaming Fowl Studios,[7.0],1,7.0
1744,XS Games,"[6.0, 5.0, 4.5, 4.8, 6.0, 3.2, 7.0, 6.5, 5.7, 4.0, 3.5, 6.7, 5.0, 4.0, 7.0, 7.4, 4.5, 6.4, 8.4, 8.4, 8.6, 4.4, 6.1, 7.1, 4.0, 2.0, 6.5, 6.9, 2.0, 4.0, 2.5]",31,5.4225806451612915
