,publisher,scores,total,avg_score
906,Artix Entertainment,[4.0],1,4.0
907,Dear Villagers,"[6.0, 6.0]",2,6.0
908,ASK Corporation,[2.0],1,2.0
909,989 Sports,"[6.9, 8.3, 6.3, 6.0, 7.3, 6.9, 5.0, 4.8, 6.0, 6.0, 7.9, 8.0, 6.6, 7.2, 5.5, 8.5, 6.8, 6.3, 8.8, 5.8]",20,6.745
910,Digital Goldfish,[6.0],1,6.0
911,Hi-Rez Studios,"[8.4, 8.4, 7.8, 7.0, 8.5, 8.5, 9.0]",7,8.22857142857143
912,Cipher Prime,"[8.5, 8.0, 8.5]",3,8.333333333333334
913,Media Kite,"[7.5, 8.9, 4.5, 8.4, 8.1, 7.0, 8.5, 4.5, 6.5, 3.0]",10,6.69
914,Treasure,"[8.3, 9.0, 9.0]",3,8.766666666666667
915,Pixelbite,[8.0],1,8.0
916,Imperative Entertainment,[6.4],1,6.4
917,Gotham Games,"[5.0, 4.0, 5.5, 7.7, 7.7, 7.9, 7.9, 7.9, 4.9, 4.9, 4.0, 5.0, 7.0, 6.5, 6.5, 6.5, 7.7, 9.2, 5.5, 5.5, 5.4, 5.5, 5.0, 5.0, 5.0]",25,6.108
918,RailSimulator.com,[7.0],1,7.0
919,Bungie Software,"[7.0, 8.5, 7.9, 8.9, 7.5, 8.0, 7.3]",7,7.871428571428571
920,Metaversal Studios,[5.7],1,5.7
921,Red Wagon,"[1.5, 8.5, 8.0]",3,6.0
922,Fillpoint,"[5.0, 2.2, 2.0, 7.0, 8.0, 8.0, 8.0, 9.5, 7.0, 7.7, 3.0, 7.5, 7.0, 3.5, 5.8, 8.0, 4.0, 4.5, 4.5, 8.0, 7.0, 6.0, 6.0, 7.7, 7.0, 9.3, 6.5, 6.4, 4.0, 2.0, 8.9, 5.2, 9.7, 3.5, 7.0, 6.0, 7.6, 6.8, 5.3, 8.5, 3.0, 6.0, 6.0, 5.5, 6.0, 8.7, 7.1, 3.4, 7.3, 8.2, 9.5, 9.3, 9.3, 7.4, 8.6, 5.0, 4.0, 7.8, 4.5, 7.5, 7.5, 4.0, 1.0, 1.0, 3.9, 4.3, 6.8, 5.5, 6.0, 5.8, 6.0, 3.0, 4.0, 7.0, 7.0, 6.0, 6.5, 6.3, 2.0, 7.2, 6.4, 8.0, 5.2, 8.5, 9.0, 8.0, 8.5, 8.0, 7.2, 6.8, 7.8, 7.4, 7.0, 9.0, 4.5, 6.5, 9.0, 9.0, 7.0, 7.0, 6.2, 6.1, 6.8, 8.3, 4.1, 7.9, 6.5, 8.8, 4.0, 5.0, 6.9, 4.0, 4.2, 4.0, 8.0, 7.8, 4.9, 5.5, 7.8, 4.0, 7.6, 7.0, 9.3, 9.2, 7.9, 7.0, 6.9, 2.5, 2.0, 7.8, 9.0, 8.9, 8.8, 9.0, 9.2, 6.3, 7.0, 8.5, 8.6, 8.3, 8.4, 8.4, 9.0, 8.2, 6.0, 9.3, 3.0, 2.0, 7.2, 7.7, 8.4, 7.8, 6.0, 6.0, 8.1, 8.3, 8.0, 8.4, 2.6, 8.0, 8.3, 7.5, 6.0, 7.4, 8.4, 3.0, 8.0, 4.5, 9.0, 7.0, 4.5, 7.8, 8.5, 9.0, 8.0, 6.7, 7.4, 4.0, 7.0, 4.0, 5.5, 5.0, 8.0, 4.0, 2.5, 4.5, 8.0, 8.4, 6.7, 8.5, 8.6, 8.2, 8.7, 5.0, 7.8, 6.0, 8.0, 6.3, 6.3, 6.3, 9.0, 7.0, 7.0, 6.0, 4.0, 9.2, 7.8, 7.2, 8.1, 8.0, 8.3, 9.4, 8.7, 8.0, 9.3, 9.3, 9.3, 8.0, 3.5, 9.0, 5.2, 6.0, 7.5, 6.5, 6.6, 8.2, 8.0, 8.0, 8.8, 2.5, 8.7, 8.6, 6.9, 8.7, 7.9, 6.0, 5.0, 6.8, 7.6, 7.5, 8.3, 8.0, 2.0, 7.0, 5.0, 4.0, 7.7, 8.3, 8.0, 8.0, 7.4, 2.0, 4.0, 8.7, 8.5, 8.5, 8.5, 7.1, 6.9, 8.8, 7.3, 8.0, 6.0, 6.0, 3.7, 8.3, 5.0, 5.5, 6.3, 6.7, 8.5, 8.8, 5.0, 7.4, 4.5, 7.4, 6.9, 6.0, 8.0, 8.5, 9.0, 5.0, 2.0, 7.8, 9.0, 7.0, 8.2, 8.9, 6.0, 8.6, 8.4, 7.8, 9.0, 8.1, 9.0, 6.2, 4.5, 8.4, 5.0, 8.8, 6.0, 7.0, 6.2, 3.5, 7.7, 7.0, 6.2, 7.5, 8.5, 7.0, 5.0, 7.9, 8.2, 8.5, 8.0, 8.2, 6.0, 5.6, 4.5, 8.5, 8.0, 4.0, 8.5, 9.1, 4.0, 8.5, 8.0, 9.0, 9.1, 8.4, 8.5, 9.2, 8.5, 6.5, 9.0, 4.5, 8.5, 4.7, 7.9, 8.0, 9.2, 9.2, 7.8, 6.8, 7.9, 3.0, 7.4, 2.0, 5.0, 7.6, 8.0, 3.0, 6.8, 4.0, 8.0, 4.0, 7.7, 9.0, 7.8, 8.5, 7.2, 7.0, 7.0, 7.2, 5.8, 9.0, 6.5, 9.5, 6.5, 7.0, 7.5, 9.0, 6.2, 9.3, 8.0, 9.1, 9.0, 5.0, 8.0, 7.7, 7.3, 6.5, 9.4, 7.5, 7.0, 4.0, 8.4, 7.0, 7.5, 7.2, 7.0, 8.0, 8.9, 6.9, 7.7, 7.0, 8.2, 9.0, 8.0, 8.9, 8.9, 8.5, 6.8, 6.5, 7.0, 4.5, 5.5, 5.0, 5.2, 6.0, 8.9, 3.0, 7.5, 7.4, 8.0, 8.3, 7.8, 8.2, 8.0, 9.0, 8.0, 4.5, 6.8, 8.7, 9.6, 8.0, 8.2, 8.2, 8.0, 8.6, 5.1, 9.4, 4.0, 7.5, 7.0, 7.5, 8.5, 8.0, 6.9, 7.2, 8.5, 7.0, 9.1, 5.5, 8.7, 7.5, 8.7, 8.6, 9.0, 8.0, 8.3, 8.7, 8.0, 6.0, 9.1, 8.5, 8.0, 6.5, 9.5, 8.8, 8.0, 8.2]",462,6.975541125541125
923,Sumo Digital,"[8.0, 7.2]",2,7.6
924,KID,[5.9],1,5.9
925,Magnavox (or Philips Magnavox),[8.0],1,8.0
926,BiP Media,"[7.0, 5.0, 6.0, 6.0, 7.4]",5,6.279999999999999
927,Battlefront.com,"[8.7, 9.0, 9.0, 6.7, 5.2, 6.5, 5.9, 5.0]",8,7.0
928,Mages,[5.0],1,5.0
929,Naps Team,[4.0],1,4.0
930,Spyn Doctor Games,[7.5],1,7.5
931,Konami Mobile,"[6.7, 8.3, 7.0, 6.4, 7.0, 7.0, 7.3, 3.5]",8,6.65
932,Square Enix Montreal,[8.4],1,8.4
933,1st Playable Productions,"[9.3, 7.8, 8.9, 7.2, 9.0, 8.6, 8.5, 7.0]",8,8.287500000000001
934,Solus Games,"[7.0, 5.5]",2,6.25
935,Tricky Software,[7.4],1,7.4
936,Avalinx,[7.0],1,7.0
937,The Behemoth,"[8.1, 8.1, 8.5, 7.8, 9.0, 8.5, 7.8]",7,8.257142857142856
938,Gamers Digital,"[7.0, 2.0]",2,4.5
939,Actualize,"[8.8, 3.0]",2,5.9
940,Triangle Studios,[6.0],1,6.0
941,Greenwave,"[6.4, 6.5]",2,6.45
942,SNK,[7.0],1,7.0
943,D4 Enterprise,"[5.0, 7.5, 6.7, 8.0, 8.0, 5.0, 5.5, 8.7, 6.0, 7.2, 6.5, 6.8, 7.4, 8.5, 5.5, 6.5, 7.5, 8.0, 6.0, 6.5]",20,6.840000000000001
944,Amazon,[4.0],1,4.0
945,Skip Ltd.,[7.5],1,7.5
946,Oxeye,[5.5],1,5.5
947,Panic,[8.0],1,8.0
948,Tsunami Visual,"[7.7, 9.0, 7.8]",3,8.166666666666666
949,Imagic,[7.5],1,7.5
950,Easy Day Studios,[5.0],1,5.0
951,Kural Samno,[8.0],1,8.0
952,League of Geeks,[5.6],1,5.6
953,Rockstar Games,"[8.0, 8.9, 8.9, 8.0, 8.7, 7.8, 9.1, 9.4, 7.3, 6.0, 2.0, 6.0, 8.5, 7.3, 6.8, 6.7, 7.5, 9.3, 9.0, 9.0, 9.3, 9.5, 9.2, 9.4, 9.7, 9.2, 9.2, 9.2, 9.4, 9.6, 9.8, 9.2, 10.0, 10.0, 10.0, 10.0, 8.0, 9.0, 7.8, 7.5, 9.3, 9.5, 9.9, 8.3, 7.3, 8.0, 9.6, 5.0, 9.5, 9.2, 5.0, 7.7, 9.7, 7.5, 9.0, 10.0, 10.0, 10.0, 9.2, 9.0, 8.6, 9.3, 9.2, 8.0, 8.5, 6.0, 8.5, 8.5, 8.4, 8.5, 8.3, 8.3, 7.5, 9.3, 8.1, 9.0, 8.9, 9.0, 9.4, 7.9, 9.0, 6.0, 7.1, 9.2, 9.2, 8.8, 9.1, 8.8, 8.8, 7.6, 8.9, 8.5, 8.4, 8.6, 7.1, 7.6, 7.5, 8.0, 7.3, 8.5, 10.0, 9.8, 9.7, 9.8, 10.0, 7.0, 7.5, 7.0, 7.3, 7.8, 7.9, 8.7, 8.4, 8.3, 6.6, 6.6, 4.0, 6.0, 7.5, 8.7, 8.3, 8.2, 8.5, 8.3]",124,8.362903225806452
954,Blizzard Entertainment,"[7.5, 9.0, 7.0, 9.0, 9.1, 8.5, 9.2, 8.3, 8.3, 9.5, 9.0, 8.8, 7.5, 9.0, 6.5, 8.0, 8.5, 8.5, 9.5, 8.9, 6.2, 6.4, 8.0, 8.6, 9.0, 9.0, 8.5, 7.5, 7.0, 9.3, 9.3, 9.0, 8.0, 9.0, 9.1, 8.7, 9.1, 8.0, 8.8, 9.0, 9.0, 8.9]",42,8.452380952380953
955,Cephalofair Games,[9.0],1,9.0
956,Slang,[5.0],1,5.0
957,Zeboyd Games,[8.0],1,8.0
958,Independent,"[8.0, 8.0, 5.9, 8.5, 5.5, 6.8, 7.5, 7.9, 6.5, 6.0, 6.5, 7.0, 8.5, 6.0, 8.5, 7.7, 4.0, 7.4, 8.5, 8.5, 7.0, 8.0, 8.0, 8.5, 9.6, 8.5, 8.8, 8.5, 8.4, 9.0, 7.9, 8.0, 9.0, 8.0, 8.0, 8.9, 7.5, 5.4, 7.0, 7.5, 3.5, 8.0, 7.5, 7.3, 8.7, 9.0, 8.5, 9.0, 8.0, 7.5, 4.5, 8.3, 9.3, 8.0, 4.0, 8.9, 7.0, 7.9, 7.0, 8.0]",60,7.576666666666666
959,Intelligent Systems,[9.5],1,9.5
960,AtGames Digital Media,[8.0],1,8.0
961,Scavengers Studio,[6.0],1,6.0
962,Thxbai,[8.0],1,8.0
963,Sony Imagesoft,"[5.0, 3.0, 6.0, 8.7]",4,5.675
964,Funsoft,"[6.0, 4.4]",2,5.2
965,Slitherine Software,"[7.8, 8.0, 7.9]",3,7.900000000000001
966,Funkitron,"[7.0, 8.0, 6.0]",3,7.0
967,UFO Interactive,"[2.0, 7.0, 4.7, 5.5, 3.0, 3.0, 8.0, 6.0, 6.8, 7.5, 4.0, 4.0, 5.0, 5.5, 4.0, 5.5, 5.0, 4.5, 6.5, 6.0, 5.0, 5.6, 5.0, 5.0, 6.0, 4.2, 7.2, 7.5, 7.3, 7.5, 7.0, 2.5, 3.0, 4.5, 6.9, 3.5, 4.5, 6.8, 6.5, 6.5]",40,5.3875
968,Comcept,[5.6],1,5.6
969,lbxgames,[8.0],1,8.0
970,Clever-Plays,[7.0],1,7.0
971,Mike Bithell Games Limited,"[8.0, 8.0, 8.1]",3,8.033333333333333
972,Daybreak Game Company,"[8.0, 7.0, 7.0, 7.6, 9.0]",5,7.720000000000001
973,GlobalFun,"[7.0, 5.2]",2,6.1
974,Nintendo,"[7.3, 8.6, 8.5, 6.8, 8.0, 8.0, 2.5, 8.0, 8.0, 7.8, 9.9, 9.0, 8.7, 8.6, 9.0, 7.5, 5.5, 5.5, 8.0, 6.0, 8.5, 6.0, 8.5, 5.0, 6.0, 7.5, 7.5, 3.0, 8.0, 6.7, 8.0, 9.0, 9.0, 9.6, 8.0, 9.1, 8.8, 8.6, 8.0, 6.0, 8.0, 6.5, 8.4, 8.0, 7.8, 7.7, 6.5, 8.5, 8.0, 6.5, 9.0, 8.0, 5.0, 7.0, 7.0, 6.0, 7.5, 9.6, 8.0, 9.4, 8.5, 6.0, 5.0, 5.5, 5.5, 8.8, 8.0, 9.5, 8.2, 9.6, 6.0, 8.1, 7.6, 8.0, 7.0, 9.0, 8.0, 8.0, 9.0, 7.6, 8.0, 6.0, 6.0, 8.0, 7.8, 8.2, 8.0, 7.8, 7.9, 7.9, 8.0, 8.0, 8.8, 7.0, 8.2, 8.7, 8.0, 9.0, 7.5, 8.5, 8.2, 7.8, 5.0, 8.0, 6.8, 5.0, 5.0, 4.0, 6.0, 7.0, 7.0, 5.0, 8.0, 8.0, 6.0, 6.0, 6.0, 5.7, 8.5, 5.0, 5.0, 7.9, 7.6, 6.0, 5.5, 9.5, 8.0, 4.0, 4.0, 6.5, 8.0, 7.0, 6.5, 8.8, 6.5, 8.0, 6.0, 8.2, 3.5, 8.4, 7.1, 8.0, 5.0, 7.0, 8.0, 6.7, 8.0, 6.0, 6.0, 8.0, 8.0, 8.0, 4.8, 6.0, 7.0, 4.5, 7.0, 8.0, 7.8, 7.0, 6.0, 9.0, 8.5, 8.0, 8.5, 9.0, 8.0, 8.0, 8.8, 8.8, 7.5, 8.5, 8.9, 9.0, 8.5, 9.0, 9.0, 8.0, 5.8, 7.5, 8.0, 3.0, 5.0, 5.0, 8.8, 4.0, 8.5, 4.0, 6.8, 7.5, 8.0, 8.5, 8.0, 7.5, 7.0, 5.0, 7.5, 8.5, 7.8, 4.0, 6.5, 9.0, 7.0, 7.0, 9.5, 8.0, 8.1, 7.0, 8.0, 6.2, 9.6, 7.4, 8.9, 9.7, 8.0, 8.4, 8.4, 7.9, 8.4, 8.0, 8.0, 8.4, 7.0, 2.5, 6.0, 4.0, 7.0, 4.0, 4.0, 8.0, 8.5, 8.4, 7.0, 7.6, 8.5, 8.6, 7.0, 8.6, 8.5, 6.9, 9.0, 9.0, 9.5, 9.6, 7.8, 9.4, 9.5, 9.5, 7.4, 8.7, 7.2, 8.0, 8.5, 8.0, 8.5, 7.0, 9.5, 8.0, 5.5, 4.0, 9.0, 5.0, 8.5, 6.0, 7.0, 7.5, 5.9, 5.0, 6.5, 6.0, 7.0, 8.0, 9.3, 9.0, 7.5, 7.5, 8.4, 9.1, 7.0, 8.0, 5.1, 8.0, 8.0, 8.0, 7.0, 8.0, 9.0, 9.0, 7.8, 6.0, 9.7, 7.5, 9.7, 9.0, 9.0, 6.0, 8.0, 8.0, 8.0, 4.0, 8.5, 6.0, 8.2, 8.0, 8.5, 6.8, 6.0, 7.9, 9.0, 7.5, 4.0, 6.8, 7.0, 7.0, 6.5, 6.5, 7.0, 7.0, 6.8, 7.5, 7.0, 7.0, 8.0, 8.4, 4.0, 7.9, 9.0, 7.0, 8.5, 7.0, 6.5, 7.9, 7.5, 5.2, 8.0, 9.0, 8.5, 8.5, 8.0, 9.5, 9.5, 7.5, 7.5, 7.5, 8.0, 9.0, 8.0, 7.8, 7.5, 8.3, 9.0, 8.5, 8.3, 7.9, 8.0, 6.0, 7.8, 6.5, 2.5, 7.5, 9.7, 10.0, 9.9, 9.0, 10.0, 10.0, 9.6, 8.0, 6.3, 9.0, 6.5, 7.0, 8.5, 5.8, 8.5, 7.0, 8.3, 9.3, 7.0, 6.0, 8.0, 6.0, 6.0, 7.5, 8.0, 7.0, 7.7, 6.5, 7.0, 7.0, 7.0, 8.2, 6.0, 4.5, 4.5, 6.0, 3.0, 10.0, 8.3, 9.5, 8.0, 6.0, 8.0, 8.6, 7.4, 6.8, 8.1, 7.9, 9.0, 9.3, 9.0, 7.9, 9.5, 7.0, 9.5, 6.7, 7.9, 8.5, 8.9, 8.4, 9.5, 8.0, 5.9, 9.0, 9.0, 6.5, 7.9, 8.0, 6.4, 6.9, 7.9, 7.0, 7.0, 5.2, 7.0, 6.0, 7.3, 7.0, 8.0, 5.5, 7.9, 5.2, 8.0, 5.0, 8.5, 7.7, 7.0, 6.5, 5.2, 7.9, 7.8, 4.5, 8.5, 6.5, 8.7, 8.3, 7.4, 7.9, 9.0, 9.0, 6.5, 9.0, 8.5, 4.8, 8.2, 8.5, 7.0, 9.0, 8.6, 6.8, 7.8, 2.5, 5.0, 4.0, 7.0, 7.0, 6.0, 9.0, 9.0, 9.5, 9.0, 8.5, 9.5, 9.2, 9.5, 5.9, 9.0, 8.0, 9.8, 9.5, 8.0, 8.0, 8.5, 9.0, 8.0, 9.0, 6.8, 8.5, 6.2, 8.0, 7.9, 8.4, 8.0, 4.0, 7.7, 5.5, 6.0, 7.5, 9.2, 7.5, 7.5, 7.5, 6.0, 7.7, 8.0, 8.0, 8.0, 8.4, 5.8, 8.3, 8.0, 8.0, 7.3, 9.5, 8.5, 8.0, 9.1, 9.2, 8.9, 9.4, 7.6, 8.0, 3.5, 8.8, 7.0, 7.0, 7.0, 8.8, 8.8, 8.8, 8.8, 7.6, 7.9, 8.7, 8.3, 7.0, 8.3, 6.5, 8.5, 7.0, 7.0, 5.0, 7.0, 5.0, 6.0, 6.5, 6.0, 5.0, 6.7, 8.4, 7.0, 5.0, 9.1, 7.3, 9.0, 9.0, 8.3, 7.0, 7.0, 9.8, 9.0, 9.0, 5.0, 7.0, 7.5, 3.0, 8.0, 8.5, 8.9, 9.0, 9.0, 6.1, 9.1, 9.3, 9.0, 8.8, 8.2, 7.0, 7.5, 5.0, 7.9, 5.0, 9.0, 7.8, 5.0, 7.0, 9.0, 9.6, 10.0, 8.0, 5.0, 7.5, 9.0, 9.0, 5.0, 8.4, 8.5, 8.0, 9.0, 10.0, 7.0, 8.5, 9.0, 7.0, 8.3, 6.5, 4.9, 6.5, 6.0, 6.5, 8.5, 8.0, 8.8, 8.8, 9.0, 8.9, 8.0, 6.0, 7.0, 7.1, 6.7, 10.0, 9.5, 6.5, 6.0, 9.5, 10.0, 7.8, 7.5, 8.5, 8.1, 7.5, 5.0, 8.2, 9.0, 9.3, 8.0, 7.0, 9.0, 8.0, 9.0, 9.0, 9.6, 9.0, 6.8, 10.0, 6.5, 7.5, 8.0, 8.0, 8.6, 7.8, 7.1, 8.5, 8.5, 8.5, 8.0, 8.5, 9.0, 8.5, 8.7, 8.5, 8.4, 7.8, 8.5, 8.5, 7.0, 6.0, 9.0, 8.8, 7.5, 7.0, 8.0, 4.0, 6.5, 7.0, 9.0, 9.0, 7.8, 7.3, 4.5, 8.0, 8.0, 4.5, 8.3, 9.0, 3.0, 5.0, 6.0, 7.5, 9.0, 9.0, 6.3, 9.0, 9.2, 9.3, 8.5, 8.0, 4.5, 8.0, 5.5, 7.9, 8.5, 8.1, 7.0, 5.0, 4.0, 5.5, 8.8, 8.3, 8.6, 8.0, 7.7, 5.0, 8.7, 9.0, 8.5, 9.0, 7.0, 8.0, 7.8, 7.5, 8.5, 5.0, 8.5, 6.0, 7.4, 9.0, 6.0, 8.0, 7.2, 6.5, 7.0, 7.8, 6.0, 9.5, 7.0, 9.6, 8.9, 9.8, 9.0, 8.0, 8.5, 7.0, 9.5, 9.5, 10.0, 8.5, 9.0, 9.7, 10.0, 10.0, 9.7, 9.7, 9.0, 7.5, 9.5, 7.2, 9.0, 10.0, 7.3, 9.5, 8.0, 7.6, 9.4, 8.5, 9.0, 9.0, 9.5, 8.9, 8.9, 7.8, 8.0, 9.5, 9.5, 8.8, 9.8, 9.6, 8.5, 8.0, 7.5, 7.0, 7.0, 8.0, 8.5, 7.0, 9.4, 9.0, 3.5, 8.0, 6.0, 6.0, 5.5, 8.5, 7.5, 9.0, 8.0, 6.0, 8.5, 8.9, 9.4, 9.5, 10.0, 7.8, 8.0, 8.7, 9.0, 9.5, 9.4, 8.7, 9.5, 10.0, 9.5, 10.0, 9.3, 9.0, 8.0, 10.0, 9.3, 9.0, 9.0, 9.8, 8.5, 9.6, 8.6, 9.5, 9.5, 9.1, 9.0, 8.8, 6.5, 7.4, 7.7, 7.6, 8.4, 8.4, 6.0, 8.0, 8.0, 8.0, 2.5, 5.0, 7.0, 7.0, 3.0, 5.8, 9.0, 9.0, 9.0, 8.4, 7.9, 8.3, 5.7, 6.0, 8.0, 9.0, 7.0, 7.0, 9.0, 7.5, 8.4, 8.2, 7.8, 7.8, 8.5, 9.5, 7.1, 9.0, 7.0, 9.7, 9.0, 9.2, 7.1, 5.8, 4.9, 8.3, 8.2, 8.0, 8.0, 7.5, 5.0, 7.0, 7.0, 7.5, 8.3, 4.0, 5.5, 5.5, 8.0, 6.5, 7.7, 8.9, 7.5, 6.0, 7.0, 8.5, 8.7, 8.0, 9.0, 8.2, 6.0, 6.0, 5.5, 7.2, 5.0, 6.0, 7.8, 8.0, 9.4, 7.9, 7.0, 6.0, 7.4, 5.0, 8.8, 8.5, 7.0, 8.5, 8.5]",929,7.6373519913885906
975,LDW Software (Last Day of Work),[4.0],1,4.0
976,SimBin Development Team,[8.5],1,8.5
977,Little Worlds Studio,[7.0],1,7.0
978,VR1,[8.2],1,8.2
979,Commodore Gaming,"[7.0, 7.0, 6.0, 5.0, 4.5, 6.2]",6,5.95
980,Pieces Interactive,[7.9],1,7.9
981,Gammick Entertainment,"[5.6, 5.2, 5.5, 5.9, 8.6]",5,6.160000000000001
982,Fish Factory Games,[8.0],1,8.0
983,G5 Entertainment,"[6.5, 7.0]",2,6.75
984,345 Games,[7.0],1,7.0
985,Gamehunter,[7.5],1,7.5
986,NEC Interchannel,"[5.0, 8.7, 9.1, 6.1]",4,7.225
987,Halfbrick Studios,"[9.0, 9.0, 8.5, 7.9, 6.9, 8.0, 5.5, 8.5, 8.5, 7.4, 9.0, 8.0, 5.5]",13,7.823076923076924
988,Tiger Games,[7.5],1,7.5
989,Vulcando Games,[3.0],1,3.0
990,Telstar,"[5.5, 3.0]",2,4.25
991,Twisted Tree,[8.5],1,8.5
992,Renovation,"[3.0, 8.0, 7.5, 8.2, 7.5]",5,6.840000000000001
993,Game On,[7.0],1,7.0
